candidato,criterio_match,id,marca,modelo_consulta,motivo,nivel_match,passou
UNO MILLE FIRE ECONOMY 2 PORTAS,versoes_equivalentes,2012 | FIAT | UNO | MILLE FIRE ECONOMY 2 PORTAS | 1 0 8V | M-5 | FLEX,FIAT,Uno Mille Fire Economy 2 Portas 1.0-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECONOMY, MILLE, UNO; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
HB20 COMFORT PLUS,exato,2013 | HYUNDAI | HB20 | COMFORT PLUS | 1 0 12V | M-5 | FLEX,HYUNDAI,HB20 Comfort Plus 1.0-12V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: HB20; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
HB20 COMFORT STYLE,exato,2013 | HYUNDAI | HB20 | COMFORT STYLE | 1 0 12V | M-5 | FLEX,HYUNDAI,HB20 Comfort Style 1.0-12V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: HB20; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
HB20 COMFORT,exato,2013 | HYUNDAI | HB20 | COMFORT | 1 6 16V | M-5 | FLEX,HYUNDAI,HB20 Comfort 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: HB20; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
HB20 COMFORT PLUS,exato,2013 | HYUNDAI | HB20 | COMFORT PLUS | 1 6 16V | M-5 | FLEX,HYUNDAI,HB20 Comfort Plus 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: HB20; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
HB20 COMFORT STYLE,exato,2013 | HYUNDAI | HB20 | COMFORT STYLE | 1 6 16V | M-5 | FLEX,HYUNDAI,HB20 Comfort Style 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: HB20; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
HB20 PREMIUM,exato,2013 | HYUNDAI | HB20 | PREMIUM | 1 6 16V | M-5 | FLEX,HYUNDAI,HB20 Premium 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: HB20; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
HB20X STYLE,exato,2013 | HYUNDAI | HB20X | STYLE | 1 6 16V | M-5 | FLEX,HYUNDAI,HB20X Style 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: HB20X; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
HB20X PREMIUM,exato,2013 | HYUNDAI | HB20X | PREMIUM | 1 6 16V | M-5 | FLEX,HYUNDAI,HB20X Premium 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: HB20X; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
J3 TURIN -,versoes_equivalentes,2013 | JAC | J3 TURIN |  | 1 3 16V | M-5 | GASOLINA,JAC,J3 Turin - 1.3-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: J3; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia,alto,True
J3 TURIN,conservador_por_familia,2013 | JAC | J3 TURIN | 1 4 | 1 3 16V | M-5 | GASOLINA,JAC,"J3 Turin 1,4 1.3-16V M-5",marca compatível; token forte de modelo compatível: J3; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível; ano PBEV próximo aceito por família técnica equivalente; candidato dominante por identidade técnica forte; candidatos próximos tecnicamente fracos não bloqueiam; ano distante (2013 x 2015),alto,True
LIVINA 16,exato,2013 | NISSAN | LIVINA | 16 | 1 6 16V | M-5 | FLEX,NISSAN,Livina 16 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: LIVINA; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
LIVINA 16S,exato,2013 | NISSAN | LIVINA | 16S | 1 6 16V | M-5 | FLEX,NISSAN,Livina 16S 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 16S; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
LIVINA 16SL,exato,2013 | NISSAN | LIVINA | 16SL | 1 6 16V | M-5 | FLEX,NISSAN,Livina 16SL 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 16SL; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
207 HB BLUE LION,exato,2013 | PEUGEOT | 207 HB | BLUE LION | 1 4 8V | M-5 | FLEX,PEUGEOT,207 HB Blue Lion 1.4-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 207; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
207 HB XR 3 PORTAS,versoes_equivalentes,2013 | PEUGEOT | 207 HB | XR 3 PORTAS | 1 4 8V | M-5 | FLEX,PEUGEOT,207 HB XR 3 Portas 1.4-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 207; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia,alto,True
207 HB XR 3 PORTAS,versoes_equivalentes,2013 | PEUGEOT | 207 HB | XR 5 PORTAS | 1 4 8V | M-5 | FLEX,PEUGEOT,207 HB XR 5 Portas 1.4-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 207; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia,alto,True
207 HB XR S,exato,2013 | PEUGEOT | 207 HB | XR S | 1 4 8V | M-5 | FLEX,PEUGEOT,207 HB XR S 1.4-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 207; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
207 HB ACTIVE,exato,2013 | PEUGEOT | 207 HB | ACTIVE | 1 4 8V | M-5 | FLEX,PEUGEOT,207 HB Active 1.4-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 207; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
207 PASSION XR,exato,2013 | PEUGEOT | 207 PASSION | XR | 1 4 8V | M-5 | FLEX,PEUGEOT,207 Passion XR 1.4-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 207; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
207 PASSION XR S,exato,2013 | PEUGEOT | 207 PASSION | XR S | 1 4 8V | M-5 | FLEX,PEUGEOT,207 Passion XR S 1.4-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 207; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
207 PASSION ACTIVE,exato,2013 | PEUGEOT | 207 PASSION | ACTIVE | 1 4 8V | M-5 | FLEX,PEUGEOT,207 Passion Active 1.4-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 207; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
207 PASSION ALLURE,exato,2013 | PEUGEOT | 207 PASSION | ALLURE | 1 4 8V | M-5 | FLEX,PEUGEOT,207 Passion Allure 1.4-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 207; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
208 ACTIVE,exato,2013 | PEUGEOT | 208 | ACTIVE | 1 5 8V | M-5 | FLEX,PEUGEOT,208 Active 1.5-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 208; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
208 ALLURE,exato,2013 | PEUGEOT | 208 | ALLURE | 1 5 8V | M-5 | FLEX,PEUGEOT,208 Allure 1.5-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 208; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
208 GRIFFE,exato,2013 | PEUGEOT | 208 | GRIFFE | 1 6 16V | M-5 | FLEX,PEUGEOT,208 Griffe 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 208; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
208 PREMIER,exato,2013 | PEUGEOT | 208 | PREMIER | 1 6 16V | M-5 | FLEX,PEUGEOT,208 Premier 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 208; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
SANDERO EXPRESSION,exato,2013 | RENAULT | SANDERO | EXPRESSION | 1 0 16V | M-5 | FLEX,RENAULT,Sandero Expression 1.0-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: EXPRESSION, SANDERO; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
"ETIOS HATCHBACK 1,3",versoes_equivalentes,2013 | TOYOTA | ETIOS HATCHBACK | 1 3 | 1 3 16V | M-5 | FLEX,TOYOTA,"Etios Hatchback 1,3 1.3-16V M-5",marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ETIOS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia,alto,True
"ETIOS HATCHBACK 1,3",versoes_equivalentes,2013 | TOYOTA | ETIOS HATCHBACK | X | 1 3 16V | M-5 | FLEX,TOYOTA,Etios Hatchback X 1.3-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ETIOS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia,alto,True
ETIOS HATCHBACK XS,exato,2013 | TOYOTA | ETIOS HATCHBACK | XS | 1 3 16V | M-5 | FLEX,TOYOTA,Etios Hatchback XS 1.3-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ETIOS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
ETIOS HATCHBACK XLS,exato,2013 | TOYOTA | ETIOS HATCHBACK | XLS | 1 5 16V | M-5 | FLEX,TOYOTA,Etios Hatchback XLS 1.5-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ETIOS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
GOL ECOMOTION 2 PORTAS,versoes_equivalentes,2013 | VOLKSWAGEN | GOL ECOMOTION | 2 PORTAS | 1 0 8V | M-5 | FLEX,VOLKSWAGEN,Gol Ecomotion 2 Portas 1.0-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECOMOTION, GOL; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
GOL ECOMOTION 2 PORTAS,versoes_equivalentes,2013 | VOLKSWAGEN | GOL ECOMOTION | 4 PORTAS | 1 0 8V | M-5 | FLEX,VOLKSWAGEN,Gol Ecomotion 4 Portas 1.0-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECOMOTION, GOL; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
GOL G4 2 PORTAS,versoes_equivalentes,2013 | VOLKSWAGEN | GOL G4 | 2 PORTAS | 1 0 8V | M-5 | FLEX,VOLKSWAGEN,Gol G4 2 Portas 1.0-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: G4; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia,alto,True
GOL G4 2 PORTAS,versoes_equivalentes,2013 | VOLKSWAGEN | GOL G4 | 4 PORTAS | 1 0 8V | M-5 | FLEX,VOLKSWAGEN,Gol G4 4 Portas 1.0-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: G4; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia,alto,True
NOVO GOL BLUEMOTION TECHNOLOGY 2 PORTAS,versoes_equivalentes,2013 | VOLKSWAGEN | NOVO GOL | BLUEMOTION TECHNOLOGY 2 PORTAS | 1 0 8V | M-5 | FLEX,VOLKSWAGEN,Novo Gol BlueMotion Technology 2 Portas 1.0-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: BLUEMOTION, GOL, TECHNOLOGY; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
NOVO GOL BLUEMOTION TECHNOLOGY 2 PORTAS,versoes_equivalentes,2013 | VOLKSWAGEN | NOVO GOL | BLUEMOTION TECHNOLOGY 4 PORTAS | 1 0 8V | M-5 | FLEX,VOLKSWAGEN,Novo Gol BlueMotion Technology 4 Portas 1.0-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: BLUEMOTION, GOL, TECHNOLOGY; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
NOVO GOL 2 PORTAS,versoes_equivalentes,2013 | VOLKSWAGEN | NOVO GOL | 2 PORTAS | 1 0 8V | M-5 | FLEX,VOLKSWAGEN,Novo Gol 2 Portas 1.0-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: GOL; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia,alto,True
NOVO GOL 2 PORTAS,versoes_equivalentes,2013 | VOLKSWAGEN | NOVO GOL | 4 PORTAS | 1 0 8V | M-5 | FLEX,VOLKSWAGEN,Novo Gol 4 Portas 1.0-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: GOL; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia,alto,True
NOVO GOL CITY 2 PORTAS,versoes_equivalentes,2013 | VOLKSWAGEN | NOVO GOL | CITY 2 PORTAS | 1 0 8V | M-5 | FLEX,VOLKSWAGEN,Novo Gol City 2 Portas 1.0-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CITY, GOL; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
NOVO GOL CITY 2 PORTAS,versoes_equivalentes,2013 | VOLKSWAGEN | NOVO GOL | CITY 4 PORTAS | 1 0 8V | M-5 | FLEX,VOLKSWAGEN,Novo Gol City 4 Portas 1.0-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CITY, GOL; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
NOVO GOL 2 PORTAS,versoes_equivalentes,2013 | VOLKSWAGEN | NOVO GOL | 2 PORTAS | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Novo Gol 2 Portas 1.6-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: GOL; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia,alto,True
NOVO GOL 2 PORTAS,versoes_equivalentes,2013 | VOLKSWAGEN | NOVO GOL | 4 PORTAS | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Novo Gol 4 Portas 1.6-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: GOL; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia,alto,True
NOVO GOL CITY 2 PORTAS,versoes_equivalentes,2013 | VOLKSWAGEN | NOVO GOL | CITY 2 PORTAS | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Novo Gol City 2 Portas 1.6-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CITY, GOL; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
NOVO GOL CITY 2 PORTAS,versoes_equivalentes,2013 | VOLKSWAGEN | NOVO GOL | CITY 4 PORTAS | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Novo Gol City 4 Portas 1.6-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CITY, GOL; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
NOVO GOL HIGHLINE 4 PORTAS,exato,2013 | VOLKSWAGEN | NOVO GOL | HIGHLINE 4 PORTAS | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Novo Gol Highline 4 Portas 1.6-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: GOL; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
NOVO GOL I-MOTION 2 PORTAS,versoes_equivalentes,2013 | VOLKSWAGEN | NOVO GOL | I MOTION 2 PORTAS | 1 6 8V | MTA-5 | FLEX,VOLKSWAGEN,Novo Gol I-Motion 2 Portas 1.6-8V MTA-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: GOL, MOTION; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
NOVO GOL I-MOTION 2 PORTAS,versoes_equivalentes,2013 | VOLKSWAGEN | NOVO GOL | I MOTION 4 PORTAS | 1 6 8V | MTA-5 | FLEX,VOLKSWAGEN,Novo Gol I-Motion 4 Portas 1.6-8V MTA-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: GOL, MOTION; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
NOVO GOL CITY I-MOTION 2 PORTAS,versoes_equivalentes,2013 | VOLKSWAGEN | NOVO GOL | CITY I MOTION 2 PORTAS | 1 6 8V | MTA-5 | FLEX,VOLKSWAGEN,Novo Gol City I-Motion 2 Portas 1.6-8V MTA-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CITY, GOL, MOTION; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
NOVO GOL CITY I-MOTION 2 PORTAS,versoes_equivalentes,2013 | VOLKSWAGEN | NOVO GOL | CITY I MOTION 4 PORTAS | 1 6 8V | MTA-5 | FLEX,VOLKSWAGEN,Novo Gol City I-Motion 4 Portas 1.6-8V MTA-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CITY, GOL, MOTION; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
NOVO GOL HIGHLINE I- MOTION 4 PORTAS,exato,2013 | VOLKSWAGEN | NOVO GOL | HIGHLINE I MOTION 4 PORTAS | 1 6 8V | MTA-5 | FLEX,VOLKSWAGEN,Novo Gol Highline I- Motion 4 Portas 1.6-8V MTA-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: GOL, MOTION; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível",alto,True
POLO BLUEMOTION,exato,2013 | VOLKSWAGEN | POLO | BLUEMOTION | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Polo BlueMotion 1.6-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: BLUEMOTION, POLO; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
"POLO 1,6",exato,2013 | VOLKSWAGEN | POLO | 1 6 | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,"Polo 1,6 1.6-8V M-5",marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: POLO; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
POLO SPORTLINE,exato,2013 | VOLKSWAGEN | POLO | SPORTLINE | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Polo Sportline 1.6-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: POLO, SPORTLINE; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
"POLO SEDAN 1,6",exato,2013 | VOLKSWAGEN | POLO SEDAN | 1 6 | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,"Polo Sedan 1,6 1.6-8V M-5",marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: POLO; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
POLO SEDAN COMFORTLINE,exato,2013 | VOLKSWAGEN | POLO SEDAN | COMFORTLINE | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Polo Sedan Comfortline 1.6-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: POLO; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
A1 ATTRACTION,exato,2013 | AUDI | A1 | ATTRACTION | 1 4 16V | A-7 | GASOLINA,AUDI,A1 Attraction 1.4-16V A-7,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: A1; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
A1 SPORT,exato,2013 | AUDI | A1 | SPORT | 1 4 16V | A-7 | GASOLINA,AUDI,A1 Sport 1.4-16V A-7,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: A1; designação comercial exata; modelo/família compatível; combustível gasolina compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
A1 SPORTBACK,exato,2013 | AUDI | A1 | SPORTBACK | 1 4 16V | A-7 | GASOLINA,AUDI,A1 Sportback 1.4-16V A-7,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: A1; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
A1 SPORTBACK AMBITION,exato,2013 | AUDI | A1 | SPORTBACK AMBITION | 1 4 16V | A-7 | GASOLINA,AUDI,A1 Sportback Ambition 1.4-16V A-7,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: A1; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
"CELER 1,5 FLEX",exato,2013 | CHERY | CELER | 1 5 FLEX | 1 5 16V | M-5 | FLEX,CHERY,"Celer 1,5 Flex 1.5-16V M-5",marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CELER; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
DS4 THP SO CHIC,exato,2013 | CITROEN | DS4 | THP SO CHIC | 1 6 16V | A-6 | GASOLINA,CITROEN,DS4 THP So Chic 1.6-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: DS4; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
FIESTA SEDAN SE,exato,2013 | FORD | FIESTA SEDAN | SE | 1 6 16V | M-5 | FLEX,FORD,Fiesta Sedan SE 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FIESTA; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
FIESTA SEDAN TITANIUM,exato,2013 | FORD | FIESTA SEDAN | TITANIUM | 1 6 16V | M-5 | FLEX,FORD,Fiesta Sedan Titanium 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FIESTA; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
FIESTA SEDAN SE,exato,2013 | FORD | FIESTA SEDAN | SE | 1 6 16V | DCT-6 | FLEX,FORD,Fiesta Sedan SE 1.6-16V DCT-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FIESTA; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
FIESTA SEDAN TITANIUM,exato,2013 | FORD | FIESTA SEDAN | TITANIUM | 1 6 16V | DCT-6 | FLEX,FORD,Fiesta Sedan Titanium 1.6-16V DCT-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FIESTA; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
